# created by the command P.lop.table_asymp_ranks 
# on Sun Aug 02 10:11:04 EDT 2015  
# P.lop.table_asymp_ranks 1 11 pal xPeriment-P.lopP-100-tableau/xPer-P.lopP-tableau-pal-11-35-100-1901-sample.txt 
#  
instanceSize	rank	rankMid	rankMax 	sizeAl	sizeUniq	coordBest
23	132	126	253	100	87	18,4,13,22,8,17,3,12,21,7,16,2,11,20,6,15,1,10,19,5,14,23,9
23	138	126	253	100	87	18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17,6
23	148	126	253	100	87	19,14,9,4,22,17,12,7,2,20,15,10,5,23,18,13,8,3,21,16,11,6,1
23	120	126	253	100	87	19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23,6,12,18,1,7,13
23	126	126	253	100	87	19,22,2,5,8,11,14,17,20,23,3,6,9,12,15,18,21,1,4,7,10,13,16
23	126	126	253	100	87	19,23,4,8,12,16,20,1,5,9,13,17,21,2,6,10,14,18,22,3,7,11,15
23	134	126	253	100	87	19,9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10,23,13,3,16,6
23	102	126	253	100	87	2,10,18,3,11,19,4,12,20,5,13,21,6,14,22,7,15,23,8,16,1,9,17
23	114	126	253	100	87	2,11,20,6,15,1,10,19,5,14,23,9,18,4,13,22,8,17,3,12,21,7,16
23	132	126	253	100	87	2,20,15,10,5,23,18,13,8,3,21,16,11,6,1,19,14,9,4,22,17,12,7
23	22	126	253	100	87	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1
23	66	126	253	100	87	2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23
23	92	126	253	100	87	2,5,8,11,14,17,20,23,3,6,9,12,15,18,21,1,4,7,10,13,16,19,22
23	102	126	253	100	87	2,6,10,14,18,22,3,7,11,15,19,23,4,8,12,16,20,1,5,9,13,17,21
23	106	126	253	100	87	20,1,5,9,13,17,21,2,6,10,14,18,22,3,7,11,15,19,23,4,8,12,16
23	148	126	253	100	87	20,10,23,13,3,16,6,19,9,22,12,2,15,5,18,8,21,11,1,14,4,17,7
23	76	126	253	100	87	20,21,22,23,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
23	102	126	253	100	87	21,1,4,7,10,13,16,19,22,2,5,8,11,14,17,20,23,3,6,9,12,15,18
23	130	126	253	100	87	21,11,1,14,4,17,7,20,10,23,13,3,16,6,19,9,22,12,2,15,5,18,8
23	138	126	253	100	87	21,16,11,6,1,19,14,9,4,22,17,12,7,2,20,15,10,5,23,18,13,8,3
23	120	126	253	100	87	21,2,6,10,14,18,22,3,7,11,15,19,23,4,8,12,16,20,1,5,9,13,17
23	60	126	253	100	87	21,22,23,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
23	106	126	253	100	87	21,23,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19
23	86	126	253	100	87	22,1,3,5,7,9,11,13,15,17,19,21,23,2,4,6,8,10,12,14,16,18,20
23	122	126	253	100	87	22,7,15,23,8,16,1,9,17,2,10,18,3,11,19,4,12,20,5,13,21,6,14
23	136	126	253	100	87	23,13,3,16,6,19,9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10
23	112	126	253	100	87	23,4,8,12,16,20,1,5,9,13,17,21,2,6,10,14,18,22,3,7,11,15,19
23	112	126	253	100	87	23,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17
23	102	126	253	100	87	3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14
23	130	126	253	100	87	3,19,12,5,21,14,7,23,16,9,2,18,11,4,20,13,6,22,15,8,1,17,10
23	120	126	253	100	87	4,12,20,5,13,21,6,14,22,7,15,23,8,16,1,9,17,2,10,18,3,11,19
23	114	126	253	100	87	4,16,5,17,6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15
23	132	126	253	100	87	4,17,7,20,10,23,13,3,16,6,19,9,22,12,2,15,5,18,8,21,11,1,14
23	86	126	253	100	87	4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23,2
23	120	126	253	100	87	5,13,21,6,14,22,7,15,23,8,16,1,9,17,2,10,18,3,11,19,4,12,20
23	122	126	253	100	87	5,17,6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16
23	134	126	253	100	87	5,21,14,7,23,16,9,2,18,11,4,20,13,6,22,15,8,1,17,10,3,19,12
23	134	126	253	100	87	5,23,18,13,8,3,21,16,11,6,1,19,14,9,4,22,17,12,7,2,20,15,10
23	114	126	253	100	87	6,1,19,14,9,4,22,17,12,7,2,20,15,10,5,23,18,13,8,3,21,16,11
23	90	126	253	100	87	6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23
23	126	126	253	100	87	6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17
23	122	126	253	100	87	6,19,9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10,23,13,3,16
23	90	126	253	100	87	6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,3,4,5
23	120	126	253	100	87	7,11,15,19,23,4,8,12,16,20,1,5,9,13,17,21,2,6,10,14,18,22,3
23	112	126	253	100	87	7,16,2,11,20,6,15,1,10,19,5,14,23,9,18,4,13,22,8,17,3,12,21
23	126	126	253	100	87	7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17,6,18
23	126	126	253	100	87	7,23,16,9,2,18,11,4,20,13,6,22,15,8,1,17,10,3,19,12,5,21,14
23	102	126	253	100	87	7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,3,4,5,6
23	114	126	253	100	87	8,17,3,12,21,7,16,2,11,20,6,15,1,10,19,5,14,23,9,18,4,13,22
23	122	126	253	100	87	8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17,6,18,7,19
23	106	126	253	100	87	9,2,18,11,4,20,13,6,22,15,8,1,17,10,3,19,12,5,21,14,7,23,16
23	120	126	253	100	87	9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10,23,13,3,16,6,19
